Volkswagen,Golf 5,Kvēlsveču maiņa; Savirzes regulēšana; Amortizātoru maiņa,185.00,80.00,3.5
Volkswagen,Golf 5,"Eļļas maiņa (+ filtrs); Filtru maiņa (degvielas, gaisa, salona); Dzesēšanas šķidruma maiņa; Kvēlsveču maiņa; Savirzes regulēšana; Amortizātoru maiņa",260.00,130.00,5.7
Volkswagen,Golf 5,"Eļļas maiņa (+ filtrs); Filtru maiņa (degvielas, gaisa, salona); Dzesēšanas šķidruma maiņa; Kvēlsveču maiņa; Savirzes regulēšana; Amortizātoru maiņa; Degvielas sūkņa maiņa; Ātrumkārbas eļļas maiņa; Lukturu maiņa un regulēšana; Ūdens sūkņa maiņa",370.00,200.00,10.2
Volkswagen,Golf 5,"Eļļas maiņa (+ filtrs); Filtru maiņa (degvielas, gaisa, salona); Dzesēšanas šķidruma maiņa; Kvēlsveču maiņa; Savirzes regulēšana; Amortizātoru maiņa",260.00,130.00,5.7
Volkswagen,Golf 5,"Eļļas maiņa (+ filtrs); Filtru maiņa (degvielas, gaisa, salona); Dzesēšanas šķidruma maiņa",75.00,50.00,2.2
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,Ģenerātora maiņa,150.00,30.00,2.0
Volkswagen,Golf 5,Auto diagnostika,0.00,10.00,0.3
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,Eļļas maiņa (+ filtrs),30.00,15.00,0.5
Volkswagen,Golf 5,"Eļļas maiņa (+ filtrs); Filtru maiņa (degvielas, gaisa, salona)",60.00,30.00,1.2
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,Eļļas maiņa (+ filtrs),30.00,15.00,0.5
Volkswagen,Golf 5,"Eļļas maiņa (+ filtrs); Filtru maiņa (degvielas, gaisa, salona); Kvēlsveču maiņa",125.00,60.00,2.2
Volkswagen,Golf 5,"Filtru maiņa (degvielas, gaisa, salona); Savirzes regulēšana",30.00,35.00,1.2
Volkswagen,Golf 5,Eļļas maiņa (+ filtrs),30.00,15.00,0.5
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
Volkswagen,Golf 5,,0.00,0.00,0.0
